book_id	year	TF_year_val
283	1990	1.0
282	2002	1.0
43	1847	1.0
8	1951	1.0
289	1972	1.0
561	1961	1.0
89	1973	1.0
371	1961	1.0
633	1959	1.0
1179	1966	1.0
492	1986	1.0
760	1998	1.0
838	1991	1.0
1213	1996	1.0
474	2006	1.0
1368	1992	1.0
429	1983	1.0
894	1989	1.0
1342	2002	1.0
1337	2004	1.0
1343	1986	1.0
755	1987	1.0
1089	1987	1.0
168	1978	1.0
72	1977	1.0
176	1986	1.0
243	1987	1.0
305	1983	1.0
349	1975	1.0
691	1999	1.0
1261	1987	1.0
1248	1984	1.0
915	1994	1.0
609	2006	1.0
191	1987	1.0
196	1996	1.0
951	1999	1.0
1389	2003	1.0
854	1999	1.0
1236	2005	1.0
743	2002	1.0
1153	2006	1.0
130	1952	1.0
401	1929	1.0
395	1940	1.0
1202	1985	1.0
637	1950	1.0
1074	1959	1.0
350	1971	1.0
170	1998	1.0
145	2001	1.0
276	1951	1.0
789	1952	1.0
503	1968	1.0
1019	1953	1.0
897	1973	1.0
95	1891	1.0
126	1965	1.0
1105	1969	1.0
1262	1976	1.0
929	1954	1.0
28	1954	1.0
666	2005	1.0
322	1996	1.0
167	2001	1.0
1367	1958	1.0
1010	1988	1.0
499	1991	1.0
670	1979	1.0
556	1981	1.0
1139	1987	1.0
1042	1987	1.0
337	1996	1.0
129	1962	1.0
696	1985	1.0
365	1990	1.0
32	1937	1.0
301	1899	1.0
173	1962	1.0
205	1976	1.0
390	1886	1.0
410	1958	1.0
142	1989	1.0
103	1844	1.0
33	1997	1.0
14	1945	1.0
58	1884	1.0
65	1969	1.0
22	2002	1.0
60	2003	1.0
115	2002	1.0
57	2001	1.0
9	2000	1.0
38	2003	1.0
29	1595	1.0
100	1998	1.0
67	2007	1.0
35	1988	1.0
40	2006	1.0
119	1985	1.0
122	1995	1.0
121	1955	1.0
94	1967	1.0
495	2000	1.0
42	1868	1.0
287	1943	1.0
669	1982	1.0
736	1952	1.0
642	2007	1.0
212	2001	1.0
10	1813	1.0
230	1817	1.0
171	1815	1.0
76	1811	1.0
426	1980	1.0
1142	1999	1.0
26	2003	1.0
11	2003	1.0
50	1974	1.0
101	2000	1.0
7	1937	1.0
55	1932	1.0
344	1997	1.0
19	1954	1.0
378	2003	1.0
405	1973	1.0
225	1952	1.0
326	1999	1.0
238	2002	1.0
1102	2003	1.0
64	2004	1.0
328	2007	1.0
306	1992	1.0
325	1989	1.0
476	1978	1.0
704	1985	1.0
133	1908	1.0
1210	1909	1.0
1112	1915	1.0
70	1985	1.0
693	1987	1.0
278	1981	1.0
1167	1308	1.0
48	1953	1.0
113	1961	1.0
398	2001	1.0
209	1988	1.0
4	1960	1.0
919	1993	1.0
828	2000	1.0
84	1990	1.0
184	1988	1.0
37	1950	1.0
1299	1980	1.0
373	1982	1.0
599	1980	1.0
751	1982	1.0
1014	1984	1.0
54	1979	1.0
1332	1992	1.0
766	1989	1.0
104	2006	1.0
62	1995	1.0
271	1966	1.0
297	1963	1.0
682	2004	1.0
79	-720	1.0
1222	1945	1.0
77	1998	1.0
264	1926	1.0
335	1961	1.0
158	1964	1.0
529	1726	1.0
646	1390	1.0
138	1850	1.0
374	2003	1.0
316	1997	1.0
368	1997	1.0
480	2000	1.0
1294	2007	1.0
481	1994	1.0
1071	1995	1.0
510	1990	1.0
1249	1998	1.0
1278	2005	1.0
330	1990	1.0
528	1991	1.0
1119	1996	1.0
949	1993	1.0
722	1992	1.0
795	1998	1.0
887	1930	1.0
179	1996	1.0
63	1847	1.0
431	1981	1.0
109	1862	1.0
131	1939	1.0
792	1812	1.0
1283	1992	1.0
239	2006	1.0
234	1999	1.0
1324	2000	1.0
52	2007	1.0
49	2006	1.0
3	2005	1.0
591	2007	1.0
74	2005	1.0
275	2006	1.0
117	1962	1.0
386	1960	1.0
68	1999	1.0
425	1971	1.0
1196	1973	1.0
621	1970	1.0
369	2000	1.0
120	2001	1.0
53	2002	1.0
219	1956	1.0
586	2003	1.0
245	1977	1.0
354	1987	1.0
155	1954	1.0
161	1955	1.0
39	1996	1.0
135	2000	1.0
620	1982	1.0
110	1998	1.0
345	2005	1.0
165	2005	1.0
223	2001	1.0
15	1947	1.0
87	1958	1.0
688	2003	1.0
114	1997	1.0
154	1606	1.0
71	1818	1.0
150	1997	1.0
66	1936	1.0
531	975	1.0
984	1667	1.0
341	-750	1.0
200	1939	1.0
501	1998	1.0
857	1978	1.0
671	1920	1.0
85	1964	1.0
102	1963	1.0
157	1960	1.0
59	1952	1.0
251	1957	1.0
93	1911	1.0
296	1969	1.0
793	1967	1.0
540	1905	1.0
544	1935	1.0
490	1985	1.0
90	1967	1.0
856	2000	1.0
137	1991	1.0
554	1993	1.0
1315	2003	1.0
186	2001	1.0
772	-380	1.0
819	1854	1.0
898	1988	1.0
356	1999	1.0
999	1972	1.0
905	1978	1.0
346	1900	1.0
463	1992	1.0
1171	2003	1.0
712	1996	1.0
357	1929	1.0
116	1876	1.0
1005	1999	1.0
317	1969	1.0
604	1993	1.0
347	1951	1.0
353	1603	1.0
387	1953	1.0
934	1952	1.0
714	1603	1.0
855	1601	1.0
715	1949	1.0
456	1947	1.0
136	1996	1.0
1095	2006	1.0
868	1945	1.0
178	1963	1.0
372	2004	1.0
361	1838	1.0
815	2005	1.0
461	1931	1.0
593	1968	1.0
107	1999	1.0
44	1996	1.0
616	2000	1.0
331	1998	1.0
1381	2001	1.0
1117	1995	1.0
1083	1999	1.0
248	1595	1.0
233	1985	1.0
160	1860	1.0
675	1980	1.0
1123	1985	1.0
944	1996	1.0
488	1996	1.0
739	1982	1.0
232	1982	1.0
911	1992	1.0
1288	1979	1.0
818	2001	1.0
806	1997	1.0
578	1983	1.0
1053	2004	1.0
967	1989	1.0
725	1991	1.0
953	2004	1.0
612	1987	1.0
865	1978	1.0
936	2003	1.0
703	1998	1.0
1075	1992	1.0
1360	2008	1.0
1208	1990	1.0
705	1984	1.0
46	2006	1.0
611	1977	1.0
1176	2001	1.0
768	2003	1.0
650	1852	1.0
730	1947	1.0
1161	1945	1.0
505	1995	1.0
786	1996	1.0
569	2005	1.0
1351	2006	1.0
1260	2002	1.0
83	1859	1.0
660	1980	1.0
575	1999	1.0
1296	2004	1.0
332	1953	1.0
602	1953	1.0
542	1954	1.0
292	1951	1.0
25	2007	1.0
27	2005	1.0
24	2000	1.0
18	1999	1.0
21	2003	1.0
23	1998	1.0
2	1997	1.0
1218	1986	1.0
453	1997	1.0
310	2001	1.0
530	1598	1.0
156	2004	1.0
455	2005	1.0
647	2006	1.0
864	2001	1.0
1026	2005	1.0
411	2005	1.0
228	2002	1.0
78	2003	1.0
207	1994	1.0
1067	1998	1.0
912	1996	1.0
996	1997	1.0
1232	2002	1.0
1267	2003	1.0
1226	2001	1.0
1151	2000	1.0
1390	2005	1.0
1365	1940	1.0
381	1995	1.0
625	1997	1.0
727	1995	1.0
148	1999	1.0
118	1989	1.0
694	2008	1.0
851	1979	1.0
268	2005	1.0
570	1995	1.0
5	1925	1.0
80	1946	1.0
559	1891	1.0
180	1922	1.0
1094	1918	1.0
177	1866	1.0
265	1943	1.0
13	1949	1.0
916	2003	1.0
472	1946	1.0
899	1920	1.0
829	1908	1.0
272	1989	1.0
883	2000	1.0
189	1955	1.0
125	1600	1.0
860	1988	1.0
888	1955	1.0
1287	1977	1.0
641	1956	1.0
1061	1958	1.0
388	1986	1.0
36	1993	1.0
622	2002	1.0
508	2001	1.0
174	2007	1.0
231	2007	1.0
81	2005	1.0
256	2006	1.0
47	2005	1.0
199	2005	1.0
1175	2003	1.0
263	1997	1.0
241	1989	1.0
457	2005	1.0
523	1990	1.0
687	2005	1.0
82	1996	1.0
383	2003	1.0
236	1997	1.0
213	1915	1.0
1329	1956	1.0
308	2003	1.0
560	1856	1.0
1393	1945	1.0
97	1897	1.0
961	1871	1.0
1035	2007	1.0
701	1925	1.0
1041	1868	1.0
162	1942	1.0
718	1929	1.0
1224	1999	1.0
304	1998	1.0
229	1865	1.0
222	1980	1.0
448	2002	1.0
1319	1992	1.0
478	1719	1.0
1113	1883	1.0
538	1994	1.0
590	1849	1.0
479	1513	1.0
1316	2008	1.0
56	2008	1.0
1149	2005	1.0
399	2007	1.0
927	2004	1.0
273	2005	1.0
1238	2006	1.0
197	2001	1.0
527	2002	1.0
563	2003	1.0
558	2004	1.0
631	2005	1.0
652	2006	1.0
624	2007	1.0
724	2008	1.0
707	1994	1.0
255	1957	1.0
417	2006	1.0
903	1938	1.0
959	1916	1.0
780	1987	1.0
879	1906	1.0
681	1932	1.0
595	1959	1.0
416	1983	1.0
123	1991	1.0
1255	1984	1.0
626	1985	1.0
108	2000	1.0
955	2001	1.0
1063	2002	1.0
509	2008	1.0
834	2008	1.0
467	2007	1.0
867	2005	1.0
473	2007	1.0
1310	2008	1.0
1239	1981	1.0
943	1997	1.0
534	2008	1.0
662	1999	1.0
92	2005	1.0
848	2001	1.0
111	2005	1.0
266	1995	1.0
242	1993	1.0
217	2003	1.0
364	1957	1.0
270	1938	1.0
577	1975	1.0
323	1984	1.0
733	1994	1.0
471	1814	1.0
451	1817	1.0
778	1831	1.0
375	1903	1.0
937	2000	1.0
663	1980	1.0
922	1997	1.0
1039	2009	1.0
485	1880	1.0
592	1967	1.0
925	1998	1.0
172	1877	1.0
516	2000	1.0
515	1986	1.0
782	1899	1.0
770	1599	1.0
576	1759	1.0
773	1593	1.0
997	1905	1.0
518	1904	1.0
181	1965	1.0
497	1877	1.0
826	1908	1.0
1084	1927	1.0
639	1880	1.0
1184	1933	1.0
545	1922	1.0
1015	1927	1.0
424	1980	1.0
391	1971	1.0
820	1989	1.0
1373	1980	1.0
679	1939	1.0
496	1980	1.0
194	1851	1.0
1073	1847	1.0
1178	1881	1.0
512	1849	1.0
514	1892	1.0
468	1937	1.0
1186	1945	1.0
1135	1914	1.0
824	-430	1.0
614	1925	1.0
1364	1864	1.0
358	1990	1.0
872	1947	1.0
1108	1835	1.0
1348	1954	1.0
489	1923	1.0
672	1934	1.0
444	1926	1.0
446	1887	1.0
400	1984	1.0
606	1970	1.0
360	1968	1.0
546	1974	1.0
1160	1939	1.0
994	1972	1.0
1322	1968	1.0
877	1979	1.0
765	1965	1.0
895	2005	1.0
1272	2003	1.0
1144	2000	1.0
1378	1998	1.0
1145	1996	1.0
1031	1964	1.0
198	1982	1.0
261	1996	1.0
941	1998	1.0
1088	1874	1.0
1235	1980	1.0
430	2002	1.0
948	2001	1.0
901	2001	1.0
885	1999	1.0
1317	2000	1.0
300	2006	1.0
661	1972	1.0
1158	1958	1.0
397	1985	1.0
982	1994	1.0
840	1975	1.0
1087	2002	1.0
274	1969	1.0
1311	1998	1.0
443	2006	1.0
519	2005	1.0
73	2008	1.0
187	2005	1.0
615	2002	1.0
781	2006	1.0
541	2004	1.0
367	2003	1.0
336	2001	1.0
1379	2002	1.0
674	2001	1.0
1265	1991	1.0
293	1882	1.0
597	1605	1.0
420	1998	1.0
784	2006	1.0
500	2000	1.0
690	2006	1.0
329	2008	1.0
486	2003	1.0
1020	2004	1.0
608	1986	1.0
454	1985	1.0
579	1960	1.0
549	1948	1.0
728	1967	1.0
627	1989	1.0
873	1999	1.0
1033	2000	1.0
1225	2000	1.0
1163	2000	1.0
1289	2001	1.0
1233	2001	1.0
284	1955	1.0
427	1895	1.0
1217	1990	1.0
436	1997	1.0
653	1995	1.0
513	1971	1.0
311	1977	1.0
587	2002	1.0
408	1997	1.0
817	1986	1.0
769	1894	1.0
731	1971	1.0
195	2008	1.0
594	2000	1.0
767	1999	1.0
700	2005	1.0
1079	1993	1.0
832	1995	1.0
1032	2006	1.0
31	2009	1.0
447	2008	1.0
312	2008	1.0
1052	2009	1.0
16	2005	1.0
709	1953	1.0
258	2001	1.0
520	1994	1.0
407	2001	1.0
550	2006	1.0
1205	1985	1.0
1282	2004	1.0
908	2006	1.0
1101	2008	1.0
572	2003	1.0
484	2001	1.0
777	2001	1.0
193	2008	1.0
366	2001	1.0
498	1869	1.0
1011	2008	1.0
247	1989	1.0
658	2001	1.0
779	1996	1.0
483	1961	1.0
935	1906	1.0
734	1976	1.0
902	1992	1.0
757	1985	1.0
362	1942	1.0
557	1993	1.0
1214	1922	1.0
1055	1981	1.0
298	1895	1.0
839	1596	1.0
664	1958	1.0
763	1970	1.0
1253	1934	1.0
809	1932	1.0
1266	1962	1.0
1327	1894	1.0
402	1843	1.0
98	2006	1.0
974	1962	1.0
494	1992	1.0
86	1989	1.0
635	1991	1.0
896	2003	1.0
708	2003	1.0
422	1998	1.0
1121	1985	1.0
1090	2000	1.0
1312	1985	1.0
1250	1958	1.0
748	2009	1.0
1231	2007	1.0
227	1993	1.0
651	1909	1.0
1223	1953	1.0
432	1950	1.0
930	2008	1.0
249	2005	1.0
584	2009	1.0
764	2009	1.0
17	2009	1.0
998	1971	1.0
1380	1986	1.0
380	1987	1.0
1384	1998	1.0
182	2009	1.0
762	1982	1.0
1064	1859	1.0
1038	1976	1.0
1237	1987	1.0
723	2003	1.0
169	2008	1.0
41	2005	1.0
1216	2003	1.0
396	2009	1.0
1100	1979	1.0
1	2008	1.0
127	2000	1.0
314	2003	1.0
175	2009	1.0
1391	2005	1.0
214	2007	1.0
1290	2004	1.0
377	1999	1.0
964	1973	1.0
151	2006	1.0
1155	2003	1.0
618	1902	1.0
1258	1980	1.0
469	2001	1.0
1298	2004	1.0
918	2002	1.0
1137	2003	1.0
1199	2003	1.0
1172	2005	1.0
1131	1998	1.0
281	1992	1.0
601	1901	1.0
51	2007	1.0
246	2007	1.0
153	2008	1.0
134	2009	1.0
449	2007	1.0
643	2008	1.0
491	2008	1.0
783	2009	1.0
981	2006	1.0
814	2008	1.0
159	2008	1.0
568	1986	1.0
216	2006	1.0
1120	-560	1.0
1211	1930	1.0
863	1988	1.0
853	1990	1.0
441	2009	1.0
1003	1985	1.0
343	1996	1.0
833	1994	1.0
1037	1998	1.0
1388	2004	1.0
596	1995	1.0
1301	2005	1.0
975	1974	1.0
923	2007	1.0
1048	1997	1.0
866	1974	1.0
706	1872	1.0
699	1869	1.0
972	1864	1.0
526	2004	1.0
1247	1967	1.0
450	2000	1.0
891	2001	1.0
1034	2001	1.0
1127	2002	1.0
1228	2003	1.0
1340	2005	1.0
1304	2004	1.0
1363	2006	1.0
808	2007	1.0
1060	2007	1.0
719	2005	1.0
442	1992	1.0
1111	1999	1.0
254	2009	1.0
208	2010	1.0
221	1995	1.0
761	2009	1.0
547	1897	1.0
758	2003	1.0
211	2005	1.0
574	2000	1.0
1091	1993	1.0
1339	1980	1.0
800	1902	1.0
933	2009	1.0
969	2005	1.0
493	1952	1.0
628	1987	1.0
785	1989	1.0
871	2010	1.0
657	2008	1.0
414	2008	1.0
1021	2007	1.0
315	1998	1.0
403	-500	1.0
201	2009	1.0
291	2009	1.0
140	2007	1.0
1068	1996	1.0
1051	1998	1.0
1159	1994	1.0
1300	2004	1.0
1275	2009	1.0
20	2010	1.0
355	2008	1.0
804	1623	1.0
1204	1897	1.0
511	1990	1.0
665	2010	1.0
729	1989	1.0
881	1985	1.0
1392	2003	1.0
1154	2003	1.0
1280	-17	1.0
869	2006	1.0
654	2010	1.0
598	1995	1.0
389	2006	1.0
875	2007	1.0
202	2009	1.0
394	2008	1.0
384	2008	1.0
152	2006	1.0
1136	2009	1.0
754	2008	1.0
333	2007	1.0
1150	1995	1.0
1099	-300	1.0
260	1936	1.0
846	1950	1.0
412	1990	1.0
1106	1945	1.0
1314	1859	1.0
440	2010	1.0
1181	1999	1.0
823	1982	1.0
1269	1994	1.0
791	2010	1.0
1050	2008	1.0
801	2009	1.0
224	2009	1.0
338	2009	1.0
906	2010	1.0
144	2010	1.0
91	2009	1.0
269	2003	1.0
1007	2004	1.0
692	2008	1.0
183	2010	1.0
571	2003	1.0
552	2000	1.0
645	2007	1.0
507	2010	1.0
726	1997	1.0
340	2010	1.0
847	1996	1.0
638	2010	1.0
124	2010	1.0
303	2006	1.0
680	1937	1.0
613	2008	1.0
1303	1978	1.0
1234	1973	1.0
744	1997	1.0
573	1998	1.0
106	2011	1.0
1128	1968	1.0
1070	2006	1.0
1018	1996	1.0
1286	2001	1.0
1049	2005	1.0
286	2008	1.0
439	1987	1.0
1318	1971	1.0
788	1993	1.0
1024	2009	1.0
1361	2006	1.0
697	2011	1.0
188	2011	1.0
1207	1812	1.0
588	1986	1.0
1138	2001	1.0
477	1997	1.0
1016	2001	1.0
1358	2005	1.0
521	2005	1.0
139	2011	1.0
659	1995	1.0
1309	2010	1.0
185	2011	1.0
12	2011	1.0
379	2011	1.0
802	2010	1.0
710	2005	1.0
309	2011	1.0
351	2011	1.0
1132	1977	1.0
1259	2003	1.0
909	2011	1.0
434	2010	1.0
685	2008	1.0
147	2007	1.0
88	2008	1.0
1244	2009	1.0
415	2009	1.0
1382	1989	1.0
192	2007	1.0
1273	2004	1.0
775	2010	1.0
406	1979	1.0
1325	2008	1.0
900	1976	1.0
1256	2008	1.0
914	1974	1.0
280	2011	1.0
1302	2011	1.0
475	2011	1.0
166	2010	1.0
1279	2002	1.0
435	2010	1.0
382	2010	1.0
849	1999	1.0
1066	2009	1.0
844	1989	1.0
876	1941	1.0
968	2006	1.0
1369	1999	1.0
882	1978	1.0
1059	1998	1.0
1193	1996	1.0
543	2010	1.0
419	2009	1.0
686	2003	1.0
683	2001	1.0
716	2007	1.0
1215	1998	1.0
952	2007	1.0
1386	1998	1.0
825	2009	1.0
1305	1942	1.0
797	2008	1.0
1025	2003	1.0
163	2010	1.0
392	2004	1.0
1323	2005	1.0
421	2011	1.0
482	2010	1.0
295	2011	1.0
1058	1930	1.0
648	2011	1.0
1201	2011	1.0
294	2011	1.0
821	2010	1.0
220	\N	1.0
128	2011	1.0
445	2011	1.0
924	2011	1.0
1030	2011	1.0
1334	2011	1.0
1338	1830	1.0
1344	2009	1.0
6	2012	1.0
363	2010	1.0
957	2010	1.0
600	2010	1.0
149	2009	1.0
517	2008	1.0
1004	2011	1.0
995	2011	1.0
656	2006	1.0
1191	1970	1.0
1354	1886	1.0
649	2009	1.0
732	2009	1.0
1189	1996	1.0
1168	1982	1.0
1206	1994	1.0
989	1971	1.0
1096	2004	1.0
1156	2007	1.0
1008	2011	1.0
370	2010	1.0
759	2011	1.0
1229	1993	1.0
548	2006	1.0
428	2012	1.0
1335	2005	1.0
562	2010	1.0
1114	1854	1.0
737	2007	1.0
822	2011	1.0
907	2009	1.0
632	2011	1.0
1056	2004	1.0
1148	2011	1.0
1359	2012	1.0
404	2012	1.0
466	1989	1.0
1270	1999	1.0
69	2012	1.0
290	2011	1.0
34	2011	1.0
327	2011	1.0
1313	1992	1.0
1069	2009	1.0
619	2011	1.0
747	1995	1.0
99	2011	1.0
96	2012	1.0
629	1998	1.0
677	2009	1.0
634	2011	1.0
1072	2010	1.0
1115	2011	1.0
1293	2007	1.0
735	1988	1.0
880	2008	1.0
805	2010	1.0
1227	2009	1.0
1093	2011	1.0
418	2010	1.0
711	2007	1.0
1140	2010	1.0
1077	2001	1.0
1141	2010	1.0
1188	2007	1.0
1197	2012	1.0
1164	2012	1.0
218	2012	1.0
904	2011	1.0
1036	2011	1.0
962	2012	1.0
203	2011	1.0
1292	2005	1.0
589	2012	1.0
644	2012	1.0
1246	1997	1.0
433	2005	1.0
1209	2012	1.0
960	2009	1.0
1200	2011	1.0
746	2006	1.0
1254	2007	1.0
30	2012	1.0
342	2012	1.0
535	2011	1.0
1297	2012	1.0
302	2010	1.0
689	2012	1.0
932	2001	1.0
1157	1981	1.0
582	1997	1.0
1086	1993	1.0
956	1984	1.0
1190	2011	1.0
980	2006	1.0
307	2011	1.0
313	2012	1.0
978	2012	1.0
190	2012	1.0
385	2012	1.0
771	2011	1.0
522	2004	1.0
917	2006	1.0
250	2012	1.0
1333	2003	1.0
320	2012	1.0
1047	2012	1.0
502	2004	1.0
112	2012	1.0
947	2011	1.0
244	2006	1.0
226	2009	1.0
551	2013	1.0
1374	2012	1.0
164	2013	1.0
910	2005	1.0
749	2013	1.0
698	2008	1.0
277	2013	1.0
146	2013	1.0
452	2013	1.0
1009	2013	1.0
1006	2012	1.0
954	2009	1.0
1109	2009	1.0
1000	2012	1.0
928	2012	1.0
1356	2008	1.0
567	2011	1.0
837	2012	1.0
756	2010	1.0
252	2012	1.0
240	2013	1.0
684	2013	1.0
655	2011	1.0
603	2008	1.0
973	2009	1.0
253	2013	1.0
1195	2012	1.0
816	2009	1.0
235	2013	1.0
359	2012	1.0
993	2012	1.0
794	2013	1.0
892	2011	1.0
1170	2013	1.0
630	2013	1.0
878	1998	1.0
105	2013	1.0
1263	2011	1.0
745	2012	1.0
1081	2012	1.0
1182	2013	1.0
1346	2008	1.0
1230	2007	1.0
1242	2013	1.0
1281	2012	1.0
1152	2012	1.0
1330	1997	1.0
1350	2001	1.0
319	2012	1.0
673	2013	1.0
1169	2012	1.0
1092	2013	1.0
870	2005	1.0
318	2013	1.0
470	2012	1.0
991	2011	1.0
803	1999	1.0
810	2003	1.0
460	2013	1.0
607	2014	1.0
1268	2012	1.0
884	2014	1.0
970	2013	1.0
678	2014	1.0
285	2013	1.0
1040	2013	1.0
813	2014	1.0
713	2013	1.0
